gene_name	Coordinates
AC131902.2	8:53394214-53394795
AC009269.5	15:70758268-70758856
AC099654.4	7:57270838-57275197
AP000659.1	11:120365665-120365963
AC244093.1	17:37140610-37141424
AC091076.1	8:54467207-54470609
AC015722.2	15:98319686-98320237
AC009318.3	12:29331433-29331936
AC093578.2	1:88519999-88520170
AL136531.2	20:1317570-1393096
AL359314.1	9:76779656-76779917
AC007551.2	7:35847037-35847426
AL160191.3	14:70230223-70232426
AL355974.1	13:109984857-109986565
CU633967.1	21:5553636-5614880
AC032011.1	15:62387326-62388875
AC005899.7	17:32408012-32408309
AL033538.1	22:27994473-27994654
AC232323.1	8:85790381-85794399
AC002542.2	7:117117911-117117983
AC016999.2	2:238454907-238457520
AC127381.2	15:19955299-19955602
AL137000.1	13:49232873-49234399
AC103564.3	2:131821986-131822920
AC105105.3	18:58511597-58512310
AL355987.5	9:136728952-136729855
AL139320.1	13:45732081-45732356
AC087742.1	17:4267690-4268430
AL110115.1	20:31535262-31535626
AC013412.1	Y:6789152-6789344
AC004233.3	16:2981174-2981591
AC130371.2	17:83098376-83098987
AC148476.1	12:132424503-132425208
AC239600.2	X:115424063-115425600
AC005702.3	17:60025858-60030746
AL121612.1	14:94918252-94918734
AC245028.3	22:22803075-22803360
AC103691.1	15:64950915-64951435
AC092107.1	20:30713239-30713346
AC097634.2	3:71567862-71571112
AC004079.1	7:27099855-27099957
AL357153.4	14:70556205-70557478
AC233981.2	X:76250182-76251796
AC015967.1	18:35144941-35145417
AC090510.2	15:42726582-42727211
AC004774.1	7:96965301-96965481
AL121772.1	20:25239006-25245229
AC241644.3	1:147757184-147758434
AC026318.1	3:47818004-47818128
AL162390.2	9:70310874-70312120
AC245060.5	22:22283927-22287220
AC114271.1	19:10333435-10336248
AC145423.2	12:123515274-123515513
AL353804.3	X:73944331-73944466
AC024051.3	17:43245673-43245864
AC008957.2	5:36636018-36649347
AC078909.2	15:37109586-37109984
AC006986.1	Y:9868461-9868702
AP001005.2	18:94201-94330
AC005790.1	19:5294246-5294696
AC241929.1	1:146862728-146862845
AL136228.1	6:155004834-155005318
AC024051.4	17:43290290-43290481
AC092278.1	5:100062274-100067954
AL590730.2	10:36438660-36438788
AC015550.1	12:68575857-68576136
AC092119.2	16:21950217-21951708
AC023282.1	10:120608579-120825317
AL512638.2	1:115479427-115481572
AC242376.2	15:23309606-23314566
AC008379.2	5:154705625-154705727
AC009154.2	16:86698117-86698841
AL691432.3	1:1583509-1583909
CU633904.1	21:7474393-7474494
AP002383.5	11:95030548-95031245
AC124076.1	8:36795254-36795862
AL132655.4	20:58850529-58850641
AL121768.1	14:88819607-88822151
AC012414.6	15:20803504-20826173
AC007938.4	7:130489867-130489966
AL121845.4	20:63730071-63730377
AC123912.6	19:21592726-21593041
AC007613.2	16:11753665-11753948
AL121772.2	20:25251007-25251304
AC007336.2	16:55425573-55426130
AL627223.2	9:125417304-125417586
AC018500.1	3:12576960-12577237
AC105020.5	15:75645019-75645442
AC012354.2	2:44932319-44932406
AC008443.7	5:181291672-181295572
AC090970.2	15:52017166-52018032
AC091304.6	15:28422171-28422373
AC093700.3	4:158909372-158909450
AL121955.1	6:11015585-11015888
AC012354.3	2:44938832-44939028
AL356274.1	13:37139175-37139585
AC007450.2	12:11516424-11521686
AC138035.3	5:181329048-181331839
AC083806.2	12:116948737-116951422
CU639417.1	21:5972923-5973383
AC010205.1	12:101696001-101696450
AC005332.3	17:68131461-68131907
AL121985.2	1:160776974-160780140
AC080038.2	17:62626436-62627590
AC024884.1	12:56413646-56414045
AC006249.1	18:28146232-28146703
AL096861.1	X:147476323-147476446
AP001282.2	11:106824024-106824954
AC027544.4	11:18538884-18539189
AC025031.3	12:46239105-46239473
AL391669.1	6:138464098-138464383
AC087893.3	12:108833720-108834384
AC240442.1	X:135710094-135710377
AL137784.2	6:99526096-99526205
AC106873.4	7:116959592-116959805
AC011447.5	19:20087012-20087576
AL390754.1	13:111182110-111182692
AC233968.1	17:38078261-38124770
AL021937.6	22:32362971-32363059
AC007671.1	12:22104490-22105320
AC023490.1	22:18605354-18605497
AL669942.1	9:66047083-66055006
AC073052.1	2:224464681-224474500
AC125257.2	17:41867580-41867736
AL662814.1	X:127623409-127623530
AC092628.2	7:155106061-155106400
AC244669.2	1:120197084-120319680
AC126175.1	12:91632911-91633023
AL512624.1	14:19511243-19511712
AL157817.1	13:51180177-51180967
AC106782.5	16:30359824-30360336
AC022467.1	15:48528979-48529728
AL353804.4	X:73821656-73821724
AL589862.1	10:100666694-100667009
AP005019.1	11:72562043-72562554
AL133370.2	14:68113705-68114144
AC090517.2	15:56729931-56730611
AC137590.2	12:132083539-132083779
AC040169.3	16:84085978-84086590
AC106886.3	16:30821337-30821884
AC015540.1	12:40978743-40979244
AL360181.4	10:133374735-133374869
AL391421.2	10:77966172-77966440
AL591926.1	9:41700479-41700696
AL157834.3	10:95173084-95173187
AL390065.1	4:3069976-3070151
AC108704.1	12:128826835-128827579
AC099521.2	16:68450282-68452318
AC108860.3	8:94655910-94656208
AL357559.1	1:187632165-187632439
AL627171.1	14:49913492-49913760
AC004774.2	7:97013924-97014066
AC013269.3	2:130517048-130517312
AC005332.4	17:68205488-68207493
AC136628.5	5:179492075-179492157
AL049757.2	22:42791813-42794313
AL136964.1	13:107870382-107873372
AC012653.2	15:57990216-57990636
AC091825.1	5:142318046-142318167
AC079906.1	12:46970503-46972155
AL137028.1	20:64327417-64327972
AC141273.2	16:20618204-20620758
AC069504.1	3:116921327-116921479
AC004466.2	12:47817450-47817966
AC013791.1	11:2871436-2871498
AL391827.2	10:101912997-101913279
ELOA3	18:47028201-47029842
AC233702.9	17:21678085-21678418
AC120498.9	16:1305546-1309413
AL731897.1	9:115734391-115734491
AC243732.1	17:36574461-36575325
AC006435.3	17:2366588-2366791
AL049766.1	20:49279115-49279208
AC018926.1	15:55343140-55343575
BX072579.2	13:113883666-113887149
AC243829.1	17:36183234-36196471
AC016747.4	2:61115786-61164825
AF186192.4	8:144683168-144683464
Z82195.2	X:130445084-130524257
AC090241.3	18:46786698-46789297
AC004792.1	19:56848067-56848204
CU633906.1	21:6223479-6223580
AC171558.1	KI270727.1:386277-387620
AC008121.4	12:50953923-50954356
AC025166.1	15:40874432-40874595
AC091948.1	5:148389747-148390029
AC007204.2	19:19978189-19979610
AC126915.2	5:178825381-178825571
AC138749.5	15:28494974-28495182
AC012531.4	12:53968001-53968178
AC004825.2	14:70906656-70907111
AC018659.3	12:97532690-97532958
AL353770.1	9:66979459-66979862
AL023803.2	20:38955909-38956547
AC068473.5	18:79677286-79679358
AC233724.8	5:17669282-17669518
AC110285.5	17:81387414-81387766
AC010333.3	16:12614450-12614852
AC100757.2	15:22360638-22360918
AC020558.4	17:17676210-17676371
AC009233.1	Y:19932129-19932500
AC132807.2	3:18013225-18041603
AL590627.2	9:137638127-137638408
AL512427.1	6:60826184-60826533
AC114778.1	2:191682451-191682633
AC106886.4	16:30816029-30816302
AC023043.4	18:36189823-36190272
AL133351.3	6:3033182-3033288
AC131238.1	12:118066397-118066725
AC055872.2	17:6521130-6521412
AC024051.5	17:43277977-43278168
AL135936.1	20:19000708-19056796
AC004079.2	7:27099777-27099836
AC051649.2	11:1997483-1997552
AL589994.2	6:49115536-49116115
FP236383.1	21:8388897-8388987
AC068790.8	12:123973214-124088594
AL137060.4	13:50049590-50049663
AC009804.1	12:114929756-114929935
CR936218.3	17:45931805-45932083
AL117190.3	14:100826283-100826370
AC011487.4	19:53512091-53512616
AL136317.2	9:66014524-66020816
AC011700.1	1:213983792-213986419
PANO1	11:797510-799185
AC001226.1	13:77027943-77028482
AC006386.1	Y:25174519-25175237
Z69908.1	X:126502866-126503155
AC004241.2	12:47731907-47732351
AL109933.3	6:160773987-160783214
AC093512.1	16:30064305-30064825
AL096828.4	20:63102141-63102259
AC116447.1	18:35317395-35317848
AL390240.1	9:114774736-114775120
AL139384.1	13:112686768-112689815
AC005296.1	X:7896513-7896722
AC239859.4	1:143461220-143498767
AL157813.1	13:48532012-48532599
AC105227.2	18:50318419-50319024
AC009014.1	5:136134081-136134248
AC090826.2	15:74374677-74375511
AC079684.2	12:42361266-42361703
AL139260.3	1:38864500-38881617
AL109804.1	20:3811383-3823882
AC090971.6	15:51833133-51833426
NKAIN3-IT1	8:62977860-62984900
AC026356.1	12:32339367-32340724
AC019322.5	15:30395145-30396368
AC112218.2	3:53290639-53290751
AC013470.4	7:12439418-12440404
AC087588.2	12:32820141-32820567
AC011298.2	2:240701203-240701685
AC020656.2	12:69326573-69331882
AC211476.7	7:73067230-73067332
AC092794.1	12:25210651-25211233
AC254629.1	7:100963827-100968124
AC013564.1	15:66740444-66741151
AC006449.1	17:38601048-38602701
AL365215.1	10:16767234-16767416
AL352984.2	14:31964549-31965095
AL354950.1	10:129845327-129845895
AC233968.2	17:38089398-38089500
AC129492.6	17:8063935-8072533
AC011476.8	19:54948863-54948993
AL353149.1	10:88259128-88259372
AC015574.1	15:95638315-95826499
AL353748.2	9:88391361-88391832
AC005383.1	10:114280724-114281258
AC002401.3	17:50098459-50098899
AL133467.5	14:95662479-95662598
AC091980.2	5:171305979-171309777
AC009159.1	16:79619468-79620110
AC027373.2	8:100897852-100898136
AL603755.1	6:58386798-58386961
AC002542.3	7:117184125-117184199
AC011468.5	19:52049006-52049754
AC020663.3	16:4839243-4840334
AC122133.1	7:57067949-57074664
AC233755.1	KI270726.1:41443-41876
AC239860.1	1:145509046-145520594
AL163540.2	9:64082428-64082534
AL132655.5	20:58850782-58850903
AL023653.2	X:129796490-129796783
AL139038.1	13:55128284-55128444
AC244015.1	1:144168751-144168850
AC090093.1	8:139508700-139508971
AC026469.1	16:85142695-85146001
AC022098.4	19:14006421-14006773
AL031710.2	16:1707251-1707973
AC079395.3	2:97000435-97001593
AC024940.6	12:31280421-31280895
AF117829.2	8:89826592-89833564
AC025594.2	7:128952526-128953316
AC091212.2	3:98987386-98987449
AL928646.1	X:109054541-109054590
AC067904.3	8:27010485-27010746
AC244131.2	12:11212218-11251389
AC048382.5	15:84597808-84633988
AC211486.7	7:75237292-75237405
AC243994.1	1:121314946-121315055
AL592227.1	9:11618495-11618621
AC241952.2	1:120489859-120701289
AL117190.4	14:100898957-100899079
AL357080.1	6:141019787-141020026
AL133492.1	21:45759803-45763758
AP003499.4	11:93721541-93721621
AL121839.4	14:91714914-91715130
AC027348.1	16:49847017-49847632
AC068134.4	2:232368575-232368697
AL354718.1	9:41479959-41480548
AL117190.5	14:100816040-100816244
AC005391.1	19:956484-958149
AC117457.1	3:178419122-178843300
AC243571.1	17:37798893-37802788
AC060814.3	15:21428878-21428985
AC018529.1	18:77093085-77093446
AC048341.2	12:62603908-62604399
AC130324.3	17:30899109-30899651
AC018445.1	18:79470119-79470940
AC007497.1	16:53628255-53628816
AC004467.1	X:11221347-11225731
AC092794.2	12:25225102-25225665
AL512791.2	14:90383364-90387973
AC074140.1	19:23479761-23480468
AL161421.1	13:48974966-48976867
AL353997.5	17:18390152-18390323
AC245884.11	19:54308914-54337168
AC096533.2	1:205684017-205684307
AL161431.1	13:109269633-109278512
AC024051.6	17:43296424-43296615
AL121898.1	20:8998848-8999100
AL121906.2	20:33655700-33656423
AC093416.2	3:25618131-25618312
AC024257.5	12:48327941-48328472
AC007351.4	12:97493896-97494003
AC073578.2	12:131447336-131455436
AC010503.5	19:6469464-6470152
AC009120.5	16:74289592-74291052
AL355810.1	13:109805316-109805868
AC171558.3	KI270727.1:372321-373405
AC093913.1	4:34714269-34714598
AC004386.4	X:74280935-74281082
AC135048.3	16:30956871-30957199
AC127002.2	12:122501186-122501641
AC051649.3	11:1996539-1996610
AL121875.1	X:140451147-140451208
AC012150.2	12:29156447-29156991
AC007274.3	Y:7656967-7657352
AL391095.3	20:38378824-38383179
AC025253.1	12:44498615-44499158
AL732314.1	X:388099-388389
AP000557.2	22:21555137-21555457
AC073968.1	7:45303619-45304362
AC241377.2	1:121058947-121059353
AL162731.1	9:41760087-41764175
AC004542.3	22:30973416-30973597
AC006158.1	Y:9325798-9326047
AL512324.1	10:45180399-45180616
AC006924.1	X:36794499-36795460
AC141273.3	16:20616408-20616532
AL136981.2	9:92840954-92841688
AC023490.2	22:18524619-18524935
Z95327.3	X:100815864-100817174
AC103746.1	15:96342952-96345651
AL354950.2	10:129837504-129837794
AL138781.1	9:136122520-136124363
AC103691.2	15:64943239-64943672
Z99129.1	6:122454357-122454612
AC010999.1	15:56908311-56908635
AC091167.5	15:90281857-90282270
AC096861.1	3:122482989-122483229
AL513479.1	1:38383837-38384422
AC006335.2	Y:6273578-6274065
AC027575.2	18:76840837-76841102
AL080312.2	20:25062961-25063591
AC106873.5	7:116952697-116952813
AC245517.5	22:22087923-22088085
AC023490.3	22:18615580-18615900
AC100757.3	15:22451208-22455154
AC092111.1	12:8217757-8221115
AC012645.4	16:30110894-30111955
AC009951.2	2:144518446-144518574
AC113385.3	5:100375699-100381398
AC019206.1	2:69844508-69844933
AC126773.6	16:68591381-68594424
AC105081.1	8:93974670-93974776
AL049732.1	X:54842013-54842134
AC068790.9	12:124085760-124088598
AL353626.1	9:40767869-40806344
AL445493.3	1:207127009-207127486
AC018695.6	16:85697334-85697868
AC006001.4	7:66553804-66554199
AL391095.4	20:38418482-38419202
AC213203.2	KI270713.1:21860-22024
AL359742.1	1:226331998-226333655
AC026367.2	12:118430146-118430699
AC002553.2	17:16023322-16023653
AC007277.2	2:170690563-170690742
AC068726.1	15:56248786-56249127
AC104971.3	18:58659857-58660524
AL357075.1	6:154542551-154542740
AC092650.2	2:47989624-47990526
AC253576.2	4:149737-150317
AF067845.2	8:1296033-1302607
AC244100.2	17:35983655-35990270
AC022149.2	19:14628598-14628801
AL121832.3	20:62402235-62405935
AL031008.1	16:848524-849065
AC020765.2	16:28553708-28554140
AC012409.2	15:95990581-96300990
AC092119.3	16:22007479-22008062
AC027506.1	18:64677795-64677993
AL845472.1	9:41276279-41282846
AC105020.6	15:75639759-75640976
AL117332.1	20:21302730-21303704
AC092701.1	15:80057424-80057684
AC084768.2	8:5716583-5716804
FP565260.1	21:5130870-5154658
AL449403.3	9:96105740-96116411
AC083806.3	12:116801022-116801477
AC004678.1	19:2013727-2014656
AC009318.4	12:29277396-29277882
AC087741.2	17:80149626-80149798
AC131055.2	17:22567422-22568713
AC025031.4	12:46388855-46392126
AP003419.3	11:67374415-67374932
AL512652.1	13:20768875-20769375
AC023509.5	12:53574631-53576103
AC233263.2	2:90309229-90309333
AL627230.1	9:67725913-67726255
AC133552.5	16:25106568-25107102
CU633906.2	21:6228965-6267317
AC009237.17	2:95633849-95636106
AL359751.1	13:105462301-105462505
AL355994.5	1:15989139-15989375
AC009137.3	16:68926893-68926957
AL109620.1	X:142372275-142373990
AC007998.4	18:35403995-35406528
AC012676.2	16:4433201-4433387
AC100791.3	17:79952662-79952992
AC100835.2	15:74598918-74599397
AC006449.2	17:38703479-38706261
AC011477.6	19:19740883-19750127
AC010632.3	19:37024885-37025254
AL096712.1	6:37295583-37295742
AC243965.2	14:22595807-22598946
ELOA3C	18:46968694-46969912
AC242842.1	1:149607764-149612402
AL137060.5	13:50081842-50081978
AC008115.3	12:12718972-12719521
AC104763.2	17:60256719-60258411
AL929601.3	14:18977179-18980742
AC008250.2	12:21828359-21828564
AL355073.2	14:56305837-56306394
AL049539.1	20:32116170-32116629
AC007742.2	Y:17705967-17708185
AC022306.2	15:49343607-49344254
AL031670.1	20:3921278-3923400
AC241377.3	1:120985691-121052167
AC073140.1	7:148876017-148876286
AC012531.5	12:53963628-53963697
AP000484.1	11:63469375-63470944
AC011330.2	15:43642388-43643023
AC135507.2	3:58379216-58379525
AP000346.3	22:23610328-23610538
AC104237.2	11:7698950-7699393
AC243830.1	17:36722442-36726346
AC024051.7	17:43239920-43240111
AL121827.2	20:63253977-63261615
AC004386.5	X:74281702-74281849
AL590491.1	9:60918580-60927822
AC004816.2	14:70822003-70823984
AC124864.1	21:9646824-9647000
AL035461.3	20:6000417-6000941
AC109486.3	5:60488077-60488327
AC000029.1	22:23137804-23137864
AC021755.3	15:40078891-40079347
AC011939.3	15:65655619-65656085
AC005619.1	19:1724114-1724395
AC068338.3	15:75346743-75347161
AC009014.2	5:136133695-136133826
AC093783.1	4:128944627-128944956
AL445584.2	9:42231810-42354454
AC138894.4	16:28451643-28455356
AL008723.3	22:32188399-32188487
AC004556.2	KI270721.1:52894-53010
FP671120.1	21:8205850-8205940
AC006449.3	17:38715327-38720272
AC021424.1	11:2652098-2652562
AC025580.3	15:45378699-45380123
AC091167.6	15:90266316-90314499
AL161931.1	10:38068448-38068694
BX005040.1	9:61229912-61231863
AL133320.2	1:67121604-67123956
AC100832.3	17:58951184-58951513
U73479.1	X:21841793-21841961
AL161613.1	13:21126270-21126396
AC026461.4	16:56676131-56677763
AL157394.2	10:88992369-88992539
AC068631.2	3:186629935-186630211
U47924.3	12:6899751-6900212
AC090527.4	15:45585756-45586304
AC007485.1	17:54964473-54964679
AL080285.2	6:100093310-100093768
AC008622.2	19:46787814-46789043
AC243830.2	17:36634068-36634698
AC104010.1	11:44656770-44656920
AL049794.2	20:16580257-16580622
AC092266.1	5:2261858-2262023
AC010538.1	16:89671567-89685304
AC091959.3	5:146203549-146339251
AL162497.1	13:109785830-109808252
AC010542.5	16:66550456-66550567
AL354751.3	9:92104424-92105451
AL353644.2	KI270733.1:173955-174108
AC026367.3	12:118428280-118428870
AC092747.4	12:27037099-27038960
AC091982.3	5:151770241-151771508
AC244015.2	1:144179776-144211729
AC068792.1	12:31443791-31444208
AC244157.2	22:22785642-22787268
AL590227.1	6:60723147-60723898
AC018630.2	12:10845848-11171600
AC015914.2	15:63890029-63890317
AL138681.1	13:30684028-30684278
AP001059.1	21:44244544-44244993
AL121985.3	1:160775953-160776608
AC090206.1	18:26565722-26575626
AC145285.6	16:28822430-28823969
AC012323.1	16:59004212-59004494
AL121829.2	20:63543410-63543738
AL109925.2	1:63549293-63549366
AC093909.5	4:188713643-188715442
AC021506.2	18:75927835-75928004
AL390755.1	13:109988096-110129136
AC073107.2	7:65764534-65768306
AC084368.1	7:96306809-96306874
AC243654.2	17:37454170-37454931
AP000552.5	22:21396272-21396590
AL513548.3	6:26602732-26606661
AC005912.2	12:3171656-3174056
AC091812.3	7:55731099-55731403
AC084824.5	12:32736929-32737660
AL669914.2	6:30058114-30058190
AC009133.4	16:29804429-29804990
AC005702.4	17:60021071-60022436
AC008622.3	19:46809582-46810182
AC016991.1	Y:8517363-8517748
AC136612.1	KI270728.1:933861-936467
AC131025.2	5:149425770-149428289
AC091812.4	7:55741524-55741869
AC018688.1	20:30484924-30485076
AL139385.1	13:110613081-110616353
AC079035.2	12:62393606-62393880
AC132872.3	17:82244769-82245591
AL021578.1	20:45345114-45345823
AC021491.4	17:50475818-50478391
AC125603.4	12:116580973-116583672
AC012588.2	18:26689315-26689529
AC020911.3	19:16187312-16187566
AC139530.3	17:81697024-81697714
AL627230.2	9:67697075-67697187
AP003789.1	8:106980966-106981571
AC004381.2	16:20823442-20823537
AC026470.4	16:48432926-48433208
AC138932.6	16:15015827-15016390
AL021155.1	1:11847441-11847549
AL161420.1	13:98871741-98872005
AL160413.1	20:55504905-55505215
AC009152.1	16:17445824-17446380
AC068831.6	15:91031245-91031691
AC211486.8	7:75381637-75381739
AC247039.1	1:120670126-120670376
AC004263.1	12:120224743-120225421
AC008497.1	5:131440030-131440196
Z99774.2	22:26672163-26672248
AC244100.3	17:36001418-36011618
AP000769.4	11:65445540-65445598
AL359535.1	6:126627483-126628570
AC104446.2	3:52732546-52733867
AL049765.2	20:52482800-52482991
AC108467.2	4:44994425-44996022
AC008115.4	12:12648938-12649713
AL355001.2	13:19863857-19865048
AC091544.7	15:92634304-92634665
AL359751.2	13:105459814-105460015
AC018659.4	12:97530655-97530858
AL590762.5	X:71368665-71368968
AC211476.8	7:73048054-73053981
AL445883.1	14:34659563-34659878
